NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CYP2C19	202	4.380552768707275	0.043270808	No	
row_1	GSTT2	438	3.449418306350708	0.073442705	No	
row_2	GSTO2	552	3.197503089904785	0.10679708	No	
row_3	UGT2B7	585	3.1394686698913574	0.14360201	No	
row_4	MGST2	1155	2.409276008605957	0.14387634	No	
row_5	DHDH	1514	2.1372644901275635	0.15165932	No	
row_6	GSTA5	1702	2.027144432067871	0.16687869	No	
row_7	ADH5	1966	1.8876910209655762	0.1764857	No	
row_8	UGT2A3	2374	1.6968531608581543	0.17635766	No	
row_9	ADH7	2390	1.69041907787323	0.19628952	No	
row_10	EPHX1	3306	1.348164439201355	0.16579297	No	
row_11	GSTA3	4444	1.038874626159668	0.120103486	No	
row_12	ALDH1A3	4801	0.9555870294570923	0.11351728	No	
row_13	CYP2C8	5295	0.8577120304107666	0.09869412	No	
row_14	GSTM1	5904	0.7423993945121765	0.0765507	No	
row_15	CYP1B1	6002	0.723781168460846	0.080431506	No	
row_16	CYP3A43	6556	0.6239063143730164	0.059662495	No	
row_17	ADH1A	6588	0.6193206906318665	0.06565468	No	
row_18	GSTK1	6644	0.609793484210968	0.070297204	No	
row_19	GSTP1	7397	0.4841056168079376	0.03759258	No	
row_20	ALDH3A1	7663	0.4420154094696045	0.029391741	No	
row_21	GSTM4	9601	0.16165408492088318	-0.06814043	No	
row_22	ADH1B	9630	0.1572376787662506	-0.06765323	No	
row_23	AKR1C2	10265	0.06593205034732819	-0.09941704	No	
row_24	AKR1C1	10346	0.05549328029155731	-0.10284736	No	
row_25	GSTZ1	10538	0.0292134378105402	-0.112302065	No	
row_26	GSTA4	11348	-0.08453252911567688	-0.15282857	No	
row_27	GSTO1	11427	-0.0957883819937706	-0.15566266	No	
row_28	CYP2C18	11454	-0.09922575950622559	-0.15578318	No	
row_29	UGT2B4	12148	-0.20449426770210266	-0.1888811	No	
row_30	CYP3A4	12565	-0.2743324637413025	-0.20689306	No	
row_31	ALDH3B2	12908	-0.32897064089775085	-0.22043417	No	
row_32	CYP2E1	13015	-0.34830090403556824	-0.22161421	No	
row_33	ADH4	13410	-0.4113443195819855	-0.23681796	No	
row_34	MGST3	13559	-0.4347197115421295	-0.23909736	No	
row_35	CYP2B6	13718	-0.46198466420173645	-0.2415566	No	
row_36	AKR1C3	14132	-0.5408433675765991	-0.25615048	No	
row_37	CYP1A2	14324	-0.575558602809906	-0.2589141	No	
row_38	CYP2S1	14705	-0.6545720100402832	-0.27041984	No	
row_39	GSTM5	14768	-0.66837078332901	-0.26541954	No	
row_40	UGT2B15	15146	-0.7521010041236877	-0.27557668	No	
row_41	CYP2F1	15486	-0.8317320346832275	-0.2828064	No	
row_42	ALDH3B1	15656	-0.8787257075309753	-0.2807269	No	
row_43	CYP3A7	15783	-0.9135861992835999	-0.27601144	No	
row_44	ADH1C	15805	-0.9196251034736633	-0.2658277	No	
row_45	CYP2C9	17221	-1.417944312095642	-0.32115677	Yes	
row_46	UGT2B11	17317	-1.4618825912475586	-0.30813372	Yes	
row_47	CYP1A1	17356	-1.48072350025177	-0.2919516	Yes	
row_48	UGT2B28	17871	-1.7768206596374512	-0.29659733	Yes	
row_49	CYP3A5	18055	-1.8912149667739868	-0.2828372	Yes	
row_50	GSTM3	18059	-1.8930950164794922	-0.2598067	Yes	
row_51	GSTM2	18139	-1.9538601636886597	-0.23993644	Yes	
row_52	GSTA1	18374	-2.159808397293091	-0.22550695	Yes	
row_53	UGT2B10	18430	-2.2235724925994873	-0.20110056	Yes	
row_54	GSTA2	18640	-2.4490530490875244	-0.18184435	Yes	
row_55	AKR1C4	18704	-2.525681972503662	-0.15414903	Yes	
row_56	UGT2B17	19130	-3.2011423110961914	-0.13677886	Yes	
row_57	MGST1	19230	-3.5341341495513916	-0.09858254	Yes	
row_58	ADH6	19385	-4.449251651763916	-0.05200442	Yes	
row_59	UGT1A1	19415	-4.825211524963379	0.0055998503	Yes	
