NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	197	0.42643526	1.7968395	0.0	0.010695927	0.01	5043	tags=42%, list=26%, signal=56%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	195	0.4175291	1.7350122	0.0	0.011466752	0.021	4701	tags=32%, list=24%, signal=42%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	0.39718476	1.4875133	0.010447761	0.114875376	0.271	5757	tags=51%, list=29%, signal=71%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	0.45396626	1.4579778	0.056572378	0.11887179	0.358	3768	tags=44%, list=19%, signal=55%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	139	0.34183666	1.3693341	0.022590362	0.23392111	0.667	5961	tags=41%, list=31%, signal=59%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	184	0.32708892	1.3535041	0.025280898	0.22248486	0.713	4529	tags=31%, list=23%, signal=40%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	87	0.35947803	1.3531109	0.051036682	0.19102547	0.714	4232	tags=31%, list=22%, signal=39%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	47	0.37094396	1.2533768	0.15191987	0.39641982	0.938	4332	tags=38%, list=22%, signal=49%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	0.2907262	1.2174599	0.09348442	0.46739694	0.97	5392	tags=32%, list=28%, signal=44%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	195	0.2897836	1.2043725	0.095104896	0.4694638	0.985	3029	tags=18%, list=16%, signal=21%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	199	0.28504193	1.1938244	0.108571425	0.46477628	0.99	4152	tags=27%, list=21%, signal=34%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	190	0.28534606	1.1936357	0.11659808	0.42652562	0.99	5899	tags=38%, list=30%, signal=55%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	198	0.28481817	1.1921126	0.12049861	0.39712846	0.99	2501	tags=20%, list=13%, signal=22%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	112	0.30731374	1.1910248	0.12665685	0.37212768	0.991	5025	tags=30%, list=26%, signal=41%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	159	0.2779127	1.1406875	0.19674556	0.5033875	1.0	4767	tags=33%, list=24%, signal=43%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	198	0.26926127	1.1298336	0.16737589	0.51046103	1.0	4098	tags=23%, list=21%, signal=28%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	95	0.2980819	1.1178302	0.24807397	0.5198026	1.0	5218	tags=33%, list=27%, signal=44%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	196	0.2616516	1.091979	0.2407932	0.5802907	1.0	2661	tags=19%, list=14%, signal=22%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	0.3256371	1.0740328	0.3403909	0.61200655	1.0	3598	tags=24%, list=18%, signal=29%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	103	0.27707854	1.0621734	0.34303215	0.62532157	1.0	5119	tags=32%, list=26%, signal=43%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		96	0.27426234	1.0418938	0.38496932	0.6703276	1.0	6827	tags=43%, list=35%, signal=65%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		191	0.24867478	1.0417514	0.35654595	0.6403245	1.0	5129	tags=30%, list=26%, signal=40%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		199	0.24706453	1.0342476	0.3857143	0.63689786	1.0	4115	tags=25%, list=21%, signal=31%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		199	0.2280402	0.9660761	0.5421348	0.8463249	1.0	2518	tags=15%, list=13%, signal=17%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		43	0.2946157	0.9575361	0.52	0.8427917	1.0	1657	tags=14%, list=8%, signal=15%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		155	0.23579031	0.95307463	0.58815426	0.8257383	1.0	4417	tags=26%, list=23%, signal=34%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		138	0.23492281	0.93823576	0.6098981	0.8460113	1.0	3859	tags=23%, list=20%, signal=29%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		194	0.22224194	0.93415695	0.6432665	0.82860374	1.0	4409	tags=27%, list=23%, signal=35%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		197	0.22066224	0.92816526	0.6392962	0.8194213	1.0	4780	tags=27%, list=24%, signal=35%	
