NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	195	0.33314082	1.551678	0.0023584906	0.091614805	0.189	6580	tags=44%, list=34%, signal=66%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	195	0.31283337	1.4726347	0.009400705	0.10429874	0.394	6216	tags=39%, list=32%, signal=57%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	57	0.3576348	1.4026741	0.05963939	0.14316195	0.667	4828	tags=35%, list=25%, signal=46%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	190	0.28972036	1.3493098	0.036384977	0.18013076	0.849	5138	tags=33%, list=26%, signal=44%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	133	0.2945794	1.3191391	0.05487805	0.19105694	0.922	5772	tags=40%, list=30%, signal=56%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.35743833	1.2346547	0.18413174	0.32015452	0.993	3100	tags=25%, list=16%, signal=30%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	87	0.28458816	1.199584	0.1624161	0.35787377	0.997	6728	tags=41%, list=34%, signal=63%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	0.3202206	1.1973413	0.18571429	0.31861302	0.998	4363	tags=29%, list=22%, signal=37%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	199	0.24396528	1.1441759	0.19203748	0.40747014	1.0	4404	tags=26%, list=23%, signal=33%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	43	0.3126021	1.1427749	0.25722542	0.3699112	1.0	5017	tags=40%, list=26%, signal=53%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	112	0.24154319	1.0406072	0.40464547	0.59861165	1.0	3571	tags=24%, list=18%, signal=29%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	189	0.21895373	1.0224634	0.42093024	0.5984681	1.0	2519	tags=15%, list=13%, signal=17%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	184	0.22003207	1.0192215	0.4222488	0.5610824	1.0	4144	tags=23%, list=21%, signal=29%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	0.2708357	0.9423693	0.56666666	0.71089065	1.0	3612	tags=28%, list=18%, signal=34%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	198	0.18804128	0.8835464	0.73144877	0.8033133	1.0	5932	tags=31%, list=30%, signal=44%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	138	0.18406372	0.82417876	0.8258222	0.8730425	1.0	3704	tags=20%, list=19%, signal=25%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	103	0.16749465	0.71052647	0.9291139	0.95990276	1.0	6145	tags=31%, list=31%, signal=45%	
