NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING	GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING	Details ...	23	0.7183781	2.0840483	0.0	0.039168354	0.036	1672	tags=39%, list=9%, signal=43%	
GO_ALPHA_BETA_T_CELL_PROLIFERATION	GO_ALPHA_BETA_T_CELL_PROLIFERATION	Details ...	33	0.6038774	1.894834	0.0	0.7062221	0.747	2420	tags=36%, list=12%, signal=41%	
HP_MUSCLE_FIBRILLATION	HP_MUSCLE_FIBRILLATION	Details ...	29	0.6081139	1.8343146	0.0	1.0	0.971	1750	tags=34%, list=9%, signal=38%	
GO_POSITIVE_REGULATION_OF_BONE_RESORPTION	GO_POSITIVE_REGULATION_OF_BONE_RESORPTION	Details ...	19	0.6504795	1.816914	0.0	1.0	0.986	3633	tags=58%, list=19%, signal=71%	
HP_OSTEOLYTIC_DEFECTS_OF_THE_HAND_BONES	HP_OSTEOLYTIC_DEFECTS_OF_THE_HAND_BONES	Details ...	15	0.70041245	1.7995193	0.0017574693	1.0	0.997	3326	tags=60%, list=17%, signal=72%	
HP_PROSTATE_NEOPLASM	HP_PROSTATE_NEOPLASM	Details ...	27	0.59914964	1.7838423	0.0	1.0	0.999	1561	tags=26%, list=8%, signal=28%	
GO_COLLAGEN_FIBRIL_ORGANIZATION	GO_COLLAGEN_FIBRIL_ORGANIZATION	Details ...	52	0.51446885	1.7789043	0.0015948963	1.0	0.999	4319	tags=44%, list=22%, signal=57%	
GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	GO_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS	Details ...	24	0.6121636	1.7646347	0.006722689	1.0	1.0	1169	tags=33%, list=6%, signal=35%	
GO_CELL_VOLUME_HOMEOSTASIS	GO_CELL_VOLUME_HOMEOSTASIS	Details ...	30	0.56434685	1.7624167	0.0051903115	0.97074896	1.0	4142	tags=40%, list=21%, signal=51%	
GO_SEROTONIN_TRANSPORT	GO_SEROTONIN_TRANSPORT	Details ...	21	0.63649195	1.7478	0.0034904014	1.0	1.0	2896	tags=38%, list=15%, signal=45%	
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	Details ...	36	0.5521675	1.7381915	0.0	1.0	1.0	3668	tags=39%, list=19%, signal=48%	
GO_ALPHA_BETA_T_CELL_ACTIVATION	GO_ALPHA_BETA_T_CELL_ACTIVATION	Details ...	141	0.43563133	1.7367731	0.0	0.99175614	1.0	3186	tags=29%, list=16%, signal=34%	
GO_INFLAMMASOME_COMPLEX	GO_INFLAMMASOME_COMPLEX	Details ...	16	0.6625646	1.7359968	0.011705685	0.92473596	1.0	2628	tags=50%, list=13%, signal=58%	
HP_PROXIMAL_MUSCLE_WEAKNESS_IN_UPPER_LIMBS	HP_PROXIMAL_MUSCLE_WEAKNESS_IN_UPPER_LIMBS	Details ...	36	0.54283965	1.7260967	0.0016666667	0.9721471	1.0	1260	tags=28%, list=6%, signal=30%	
HP_CLUMSINESS	HP_CLUMSINESS	Details ...	46	0.5121658	1.715678	0.0033500837	1.0	1.0	2565	tags=24%, list=13%, signal=27%	
GO_POTASSIUM_ION_HOMEOSTASIS	GO_POTASSIUM_ION_HOMEOSTASIS	Details ...	29	0.5599651	1.6941124	0.008695652	1.0	1.0	2179	tags=28%, list=11%, signal=31%	
GO_MIDDLE_EAR_MORPHOGENESIS	GO_MIDDLE_EAR_MORPHOGENESIS	Details ...	19	0.6173743	1.6791965	0.003533569	1.0	1.0	2931	tags=42%, list=15%, signal=49%	
GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM	GO_PERINUCLEAR_ENDOPLASMIC_RETICULUM	Details ...	22	0.58437157	1.6709365	0.017799353	1.0	1.0	3420	tags=32%, list=18%, signal=39%	
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	Details ...	16	0.64200383	1.6685594	0.0050083473	1.0	1.0	2725	tags=50%, list=14%, signal=58%	
GO_CYTOKINE_BINDING	GO_CYTOKINE_BINDING	Details ...	134	0.41957992	1.6677829	0.0	1.0	1.0	2870	tags=25%, list=15%, signal=30%	
GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GO_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING		20	0.6051368	1.6661775	0.0053380784	1.0	1.0	2581	tags=35%, list=13%, signal=40%	
GO_ORGANIC_CATION_TRANSPORT	GO_ORGANIC_CATION_TRANSPORT		49	0.49321717	1.6645569	0.004918033	1.0	1.0	4137	tags=39%, list=21%, signal=49%	
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR		28	0.5574639	1.661745	0.008695652	1.0	1.0	3338	tags=29%, list=17%, signal=34%	
GO_CATION_CHLORIDE_SYMPORTER_ACTIVITY	GO_CATION_CHLORIDE_SYMPORTER_ACTIVITY		17	0.6111244	1.6610057	0.008517887	1.0	1.0	741	tags=29%, list=4%, signal=31%	
HP_ABNORMAL_PROSTATE_MORPHOLOGY	HP_ABNORMAL_PROSTATE_MORPHOLOGY		33	0.52827287	1.657502	0.008474576	1.0	1.0	3930	tags=33%, list=20%, signal=42%	
GO_AMYLOID_FIBRIL_FORMATION	GO_AMYLOID_FIBRIL_FORMATION		18	0.609142	1.6484481	0.01048951	1.0	1.0	4411	tags=56%, list=23%, signal=72%	
HP_DYSLEXIA	HP_DYSLEXIA		22	0.58281744	1.6450577	0.015817223	1.0	1.0	2395	tags=32%, list=12%, signal=36%	
GO_PEPTIDE_CATABOLIC_PROCESS	GO_PEPTIDE_CATABOLIC_PROCESS		28	0.54445744	1.644425	0.011904762	1.0	1.0	2481	tags=36%, list=13%, signal=41%	
GO_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	GO_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE		17	0.6220802	1.6427841	0.0154373925	1.0	1.0	2629	tags=41%, list=13%, signal=48%	
HP_VARICOSE_VEINS	HP_VARICOSE_VEINS		27	0.552355	1.6413535	0.011290323	1.0	1.0	2103	tags=30%, list=11%, signal=33%	
GO_NF_KAPPAB_BINDING	GO_NF_KAPPAB_BINDING		30	0.53365064	1.639112	0.005042017	1.0	1.0	5416	tags=47%, list=28%, signal=64%	
GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY		28	0.5400099	1.635787	0.008417509	1.0	1.0	4386	tags=54%, list=22%, signal=69%	
HP_ABNORMAL_CONJUNCTIVA_MORPHOLOGY	HP_ABNORMAL_CONJUNCTIVA_MORPHOLOGY		128	0.41411096	1.6304477	0.0	1.0	1.0	3753	tags=33%, list=19%, signal=40%	
HP_DYSCALCULIA	HP_DYSCALCULIA		18	0.6005825	1.6285626	0.016949153	1.0	1.0	1956	tags=28%, list=10%, signal=31%	
HP_PERSEVERATION	HP_PERSEVERATION		17	0.6110305	1.6282042	0.02972028	1.0	1.0	1956	tags=24%, list=10%, signal=26%	
GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	GO_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE		72	0.44918934	1.6275692	0.0031897926	1.0	1.0	5437	tags=43%, list=28%, signal=59%	
GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GO_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY		15	0.61653626	1.626579	0.017152658	1.0	1.0	2427	tags=33%, list=12%, signal=38%	
GO_LEUKOTRIENE_BIOSYNTHETIC_PROCESS	GO_LEUKOTRIENE_BIOSYNTHETIC_PROCESS		18	0.60299397	1.6263648	0.022298457	1.0	1.0	1559	tags=33%, list=8%, signal=36%	
GO_T_CELL_PROLIFERATION	GO_T_CELL_PROLIFERATION		181	0.39120564	1.6261481	0.0	0.9926228	1.0	3294	tags=30%, list=17%, signal=36%	
GO_RESPONSE_TO_GROWTH_HORMONE	GO_RESPONSE_TO_GROWTH_HORMONE		37	0.50906926	1.6216437	0.015254238	1.0	1.0	1503	tags=30%, list=8%, signal=32%	
HP_COLPOCEPHALY	HP_COLPOCEPHALY		16	0.6106396	1.6198958	0.012433393	1.0	1.0	5588	tags=75%, list=29%, signal=105%	
HP_ABNORMAL_FALLOPIAN_TUBE_MORPHOLOGY	HP_ABNORMAL_FALLOPIAN_TUBE_MORPHOLOGY		26	0.5433146	1.6196092	0.016949153	0.9850653	1.0	1270	tags=23%, list=7%, signal=25%	
HP_IMPAIRED_SMOOTH_PURSUIT	HP_IMPAIRED_SMOOTH_PURSUIT		30	0.53212774	1.6150371	0.029411765	1.0	1.0	2357	tags=23%, list=12%, signal=26%	
GO_MEMBRANE_PROTEIN_PROTEOLYSIS	GO_MEMBRANE_PROTEIN_PROTEOLYSIS		60	0.46174008	1.6108896	0.0064620357	1.0	1.0	4214	tags=37%, list=22%, signal=47%	
GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS	GO_POSITIVE_REGULATION_OF_ENDOCYTOSIS		99	0.4186676	1.6100488	0.0	1.0	1.0	3435	tags=29%, list=18%, signal=35%	
GO_REGULATION_OF_BONE_REMODELING	GO_REGULATION_OF_BONE_REMODELING		49	0.47137585	1.6084366	0.005059022	1.0	1.0	3633	tags=39%, list=19%, signal=48%	
HP_INAPPROPRIATE_BEHAVIOR	HP_INAPPROPRIATE_BEHAVIOR		33	0.50309765	1.6075777	0.017857144	0.988152	1.0	811	tags=18%, list=4%, signal=19%	
GO_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GO_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		24	0.55344385	1.6069272	0.025210084	0.97379714	1.0	3792	tags=50%, list=19%, signal=62%	
GO_REGULATION_OF_MEMBRANE_INVAGINATION	GO_REGULATION_OF_MEMBRANE_INVAGINATION		16	0.60227454	1.6022986	0.017331023	0.99691653	1.0	2552	tags=50%, list=13%, signal=57%	
GO_NEUROPEPTIDE_RECEPTOR_BINDING	GO_NEUROPEPTIDE_RECEPTOR_BINDING		32	0.5229947	1.6022117	0.006633499	0.97772026	1.0	2491	tags=25%, list=13%, signal=29%	
GO_PLATELET_ALPHA_GRANULE_MEMBRANE	GO_PLATELET_ALPHA_GRANULE_MEMBRANE		17	0.60644156	1.5990092	0.020547945	0.98625386	1.0	3415	tags=41%, list=17%, signal=50%	
GO_PHOTORECEPTOR_ACTIVITY	GO_PHOTORECEPTOR_ACTIVITY		16	0.62023944	1.5974015	0.013651877	0.98114234	1.0	2499	tags=25%, list=13%, signal=29%	
HP_HYPERCALCEMIA	HP_HYPERCALCEMIA		51	0.46955156	1.5966415	0.0082236845	0.9693818	1.0	4636	tags=43%, list=24%, signal=56%	
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS		27	0.5398999	1.5964584	0.011551155	0.95324636	1.0	4587	tags=48%, list=23%, signal=63%	
GO_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY	GO_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY		17	0.5984981	1.5962723	0.016920473	0.93758214	1.0	3068	tags=41%, list=16%, signal=49%	
GO_PROTEIN_K63_LINKED_DEUBIQUITINATION	GO_PROTEIN_K63_LINKED_DEUBIQUITINATION		31	0.52054286	1.5954177	0.0130293155	0.92750657	1.0	5888	tags=48%, list=30%, signal=69%	
GO_LIPID_STORAGE	GO_LIPID_STORAGE		79	0.43367895	1.5926123	0.00777605	0.9365105	1.0	2294	tags=24%, list=12%, signal=27%	
HP_RESTRICTIVE_CARDIOMYOPATHY	HP_RESTRICTIVE_CARDIOMYOPATHY		15	0.61688495	1.5882393	0.023890786	0.9588196	1.0	4974	tags=53%, list=25%, signal=72%	
GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION		93	0.42225575	1.5867904	0.00608828	0.95573586	1.0	3186	tags=27%, list=16%, signal=32%	
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		18	0.57927173	1.5866406	0.021314388	0.94095874	1.0	2380	tags=28%, list=12%, signal=32%	
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SINUSES	HP_APLASIA_HYPOPLASIA_INVOLVING_THE_SINUSES		18	0.5920351	1.5849864	0.030981068	0.93908495	1.0	3044	tags=44%, list=16%, signal=53%	
